channel,message_id,date,text,views,forwards,replies,length
badoocom,11859041,2026-05-24 07:04:12+00:00,All servics availbl here,,,0,24
badoocom,11859040,2026-05-24 07:03:19+00:00,add me,,,0,6
badoocom,11859039,2026-05-24 07:02:55+00:00,I'm horny 🥵,,,1,11
badoocom,11859037,2026-05-24 07:02:07+00:00,Hello girls text ??,,,0,19
badoocom,11859027,2026-05-24 06:49:17+00:00,I'm so horny ad me 🥵💋,,,1,21
badoocom,11859026,2026-05-24 06:48:48+00:00,"Shhh... quiet now.
Muted [💜](tg://user?id=7431472109) for 3 days.
Reason:
Unmute 30$",,,0,84
badoocom,11859023,2026-05-24 06:46:36+00:00,"Shhh... quiet now.
Muted [Kerala Bull](tg://user?id=8716744625) for 3 days.
Reason:
Unmute 30$",,,0,94
badoocom,11859021,2026-05-24 06:45:26+00:00,Add me,,,0,6
badoocom,11859013,2026-05-24 06:37:28+00:00,Hi there I’m just so bored maybe we can good fun chatting ? ❤️,,,0,62
badoocom,11859012,2026-05-24 06:37:28+00:00,"Shhh... quiet now.
Muted [Saniya](tg://user?id=8004567663) for 3 days.
Reason:
Unmute 30$",,,0,89
badoocom,11859009,2026-05-24 06:37:03+00:00,Bullman Here In Dubai,,,0,21
badoocom,11859002,2026-05-24 06:30:36+00:00,Hello girls,,,0,11
badoocom,11858993,2026-05-24 06:26:37+00:00,Hi i am horny now,,,1,17
badoocom,11858989,2026-05-24 06:24:22+00:00,"Hello Girls and Married Women,
Is anyone looking for friendship, a relationship, timepass, or more? Please DM me.
I'm a 21 year old male",,,0,136
badoocom,11858987,2026-05-24 06:23:55+00:00,Hello,,,0,5
badoocom,11858982,2026-05-24 06:15:52+00:00,Hrny f18 here hit me up for VC,,,0,30
badoocom,11858977,2026-05-24 06:12:41+00:00,Added... Dm,,,0,11
badoocom,11858969,2026-05-24 06:00:41+00:00,Anyone interested in VC facetime cam2cam??? Dm,,,0,46
badoocom,11858968,2026-05-24 06:00:08+00:00,Any house wife for secret fun GIF Talk.,,,3,39
badoocom,11858963,2026-05-24 05:57:01+00:00,"Shhh... quiet now.
Muted [Ritesh](tg://user?id=5863894060) for 3 days.
Reason:
Unmute 30$",,,0,89
badoocom,11858960,2026-05-24 05:56:26+00:00,"Shhh... quiet now.
Muted [Ω 🐉匚卄乇ㄒ卂几🐉 δ](tg://user?id=2097847349) for 3 days.
Reason:
Unmute 30$",,,0,95
badoocom,11858957,2026-05-24 05:55:07+00:00,Im 8inch long,,,0,13
badoocom,11858954,2026-05-24 05:54:02+00:00,I am 20 years old and single.,,,0,29
badoocom,11858951,2026-05-24 05:51:27+00:00,Hi daddies F26 here DM for hookup and hot stuff 🔥 and I want a straight forward man no games 😏,,,1,94
badoocom,11858948,2026-05-24 05:47:52+00:00,Casual chat any girl,,,0,20
badoocom,11858944,2026-05-24 05:43:08+00:00,Experienced MILF,,,0,16
badoocom,11858941,2026-05-24 05:41:27+00:00,Message me,,,0,10
badoocom,11858939,2026-05-24 05:38:50+00:00,Hello everyone,,,0,14
badoocom,11858933,2026-05-24 05:27:54+00:00,Guten Morgen,,,0,12
badoocom,11858931,2026-05-24 05:27:10+00:00,Horny daddy DM for VC facetime cam2cam live???,,,0,46
badoocom,11858925,2026-05-24 05:20:08+00:00,Who would like to chat?😇,,,0,24
badoocom,11858924,2026-05-24 05:20:08+00:00,Dm me for fun,,,0,13
badoocom,11858922,2026-05-24 05:19:43+00:00,"Shhh... quiet now.
Muted [Mo](tg://user?id=7600849142) for 3 days.
Reason:
Unmute 30$",,,0,85
badoocom,11858916,2026-05-24 05:12:51+00:00,Add me 🥵💋,,,0,9
badoocom,11858915,2026-05-24 05:12:37+00:00,"Mature ladies or girls up for some fun can msg me, M 27 here",,,0,60
badoocom,11858902,2026-05-24 04:59:04+00:00,Added,,,0,5
badoocom,11858900,2026-05-24 04:57:37+00:00,I'm so horny ad me 💋🥵,,,1,21
badoocom,11858896,2026-05-24 04:52:47+00:00,Any female interested in bdsm dm,,,0,32
badoocom,11858895,2026-05-24 04:52:27+00:00,Good morning,,,0,12
badoocom,11858893,2026-05-24 04:51:21+00:00,I am back i,,,0,11
badoocom,11858889,2026-05-24 04:47:08+00:00,Any Indian girl msg to me,,,0,25
badoocom,11858888,2026-05-24 04:46:38+00:00,19 Year Hot Boy Dm if any ineteresting one,,,0,42
badoocom,11858884,2026-05-24 04:43:27+00:00,Hi everyone😇,,,0,12
badoocom,11858882,2026-05-24 04:41:43+00:00,he touches my neck,,,0,18
badoocom,11858874,2026-05-24 04:34:41+00:00,Text me I'm bored,,,0,17
badoocom,11858870,2026-05-24 04:31:35+00:00,"Shhh... quiet now.
Muted [Kayla](tg://user?id=7996550800) for 3 days.
Reason:
Unmute 30$",,,0,88
badoocom,11858861,2026-05-24 04:27:50+00:00,"Shhh... quiet now.
Muted [Seller 💯](tg://user?id=8737198958) for 3 days.
Reason:
Unmute 30$",,,0,91
badoocom,11858857,2026-05-24 04:26:10+00:00,Message me boy and girl,,,0,23
badoocom,11858856,2026-05-24 04:25:00+00:00,Casual chat any girl...?,,,0,24
badoocom,11858849,2026-05-24 04:23:25+00:00,A 20-year-old Chinese girl who idolizes foreigners without any boundaries,,,1,73
badoocom,11858848,2026-05-24 04:23:20+00:00,"Shhh... quiet now.
Muted [Samini](tg://user?id=8771665130) for 3 days.
Reason:
Unmute 30$",,,0,89
badoocom,11858846,2026-05-24 04:22:41+00:00,"Hey Taruna 
Added you dm",,,0,24
badoocom,11858843,2026-05-24 04:22:21+00:00,"Shhh... quiet now.
Muted [Qwerty](tg://user?id=1041341471) for 3 days.
Reason:
Unmute 30$",,,0,89
badoocom,11858841,2026-05-24 04:21:37+00:00,Female 27,,,1,9
badoocom,11858839,2026-05-24 04:18:26+00:00,Dm me chatting girl,,,0,19
badoocom,11858836,2026-05-24 04:16:50+00:00,Added you dm,,,0,12
badoocom,11858835,2026-05-24 04:16:04+00:00,"Shhh... quiet now.
Muted [Veyan](tg://user?id=5863059736) for 3 days.
Reason:
Unmute 30$",,,0,88
badoocom,11858833,2026-05-24 04:15:40+00:00,Good Night,,,1,10
badoocom,11858820,2026-05-24 04:06:25+00:00,Message me if you want to chat,,,0,30
badoocom,11858815,2026-05-24 04:02:27+00:00,"Hey anyone from UK, USA, Germany, Canada, Poland, Australia, Netherlands,italy dm me got something to show",,,1,106
badoocom,11858808,2026-05-24 03:53:45+00:00,Hi Free chatting with girls,,,0,27
badoocom,11858807,2026-05-24 03:53:16+00:00,"Any girl that wants to be dominated and treated rough by two 29yo men in threeesommmee?

Very intense and sexxxxyyyyy seeeex, willl be treated like a sluttttt",,,0,158
badoocom,11858805,2026-05-24 03:51:51+00:00,"Shhh... quiet now.
Muted [Dimonye](tg://user?id=6823321165) for 3 days.
Reason:
Unmute 30$",,,0,90
badoocom,11858801,2026-05-24 03:50:38+00:00,I need a woman to call me a fa&&ot,,,0,34
badoocom,11858786,2026-05-24 03:31:09+00:00,"Shhh... quiet now.
Muted [Konan03X](tg://user?id=7784939705) for 3 days.
Reason:
Unmute 30$",,,0,91
badoocom,11858782,2026-05-24 03:27:35+00:00,Feeling dirty tonight,,,0,21
badoocom,11858761,2026-05-24 03:09:29+00:00,Horny darling,,,1,13
badoocom,11858760,2026-05-24 03:04:20+00:00,Any women in west mids want company?,,,0,36
badoocom,11858754,2026-05-24 03:02:55+00:00,bb I'm horny new ad me,,,0,22
badoocom,11858750,2026-05-24 03:02:13+00:00,Hey Hrny hot F19 dm for hot fun am Hrny atm,,,0,43
badoocom,11858742,2026-05-24 02:55:47+00:00,Ts sluts add me,,,0,15
badoocom,11858739,2026-05-24 02:55:23+00:00,"Shhh... quiet now.
Muted [James](tg://user?id=8263380242) for 3 days.
Reason:
Unmute 30$",,,0,88
badoocom,11858737,2026-05-24 02:54:17+00:00,she smiles,,,0,10
badoocom,11858730,2026-05-24 02:49:03+00:00,he sleeps,,,0,9
badoocom,11858727,2026-05-24 02:47:34+00:00,Hey dm to add,,,0,13
badoocom,11858724,2026-05-24 02:45:29+00:00,Hello! where are stepsis and stepmom,,,1,36
badoocom,11858715,2026-05-24 02:37:00+00:00,DM added,,,0,8
badoocom,11858712,2026-05-24 02:32:55+00:00,I love horny night dogs sex I'm super horny DM me,,,1,49
badoocom,11858708,2026-05-24 02:29:27+00:00,Hey beautiful text me added you or add me,,,0,41
badoocom,11858707,2026-05-24 02:28:20+00:00,I'm single,,,0,10
badoocom,11858706,2026-05-24 02:28:13+00:00,Hello 👋,,,2,7
badoocom,11858705,2026-05-24 02:27:49+00:00,"Shhh... quiet now.
Muted [🎀 𝑀🏵𝓂𝓂𝓎 𝒦𝒾𝓇𝓇𝒶 🎀](tg://user?id=8182054440) for 3 days.
Reason:
Unmute 30$",,,0,98
badoocom,11858701,2026-05-24 02:26:09+00:00,Free for f,,,0,10
badoocom,11858697,2026-05-24 02:23:23+00:00,Available for fun,,,0,17
badoocom,11858696,2026-05-24 02:23:06+00:00,"Shhh... quiet now.
Muted [babayaga](tg://user?id=8139752721) for 3 days.
Reason:
Unmute 30$",,,0,91
badoocom,11858687,2026-05-24 02:15:42+00:00,"Hey there, any women DM me",,,0,26
badoocom,11858673,2026-05-24 02:03:02+00:00,Hi all,,,0,6
badoocom,11858666,2026-05-24 01:56:11+00:00,"Hey hot Hrny F19 here ,I can make you kum , DM if interested",,,0,60
badoocom,11858662,2026-05-24 01:48:42+00:00,Yeah sure babe 😋,,,0,16
badoocom,11858658,2026-05-24 01:46:31+00:00,Big black juicy tool here age 40,,,0,32
badoocom,11858657,2026-05-24 01:46:08+00:00,I am looking for someone who will bury his face on my pussy!,,,0,60
badoocom,11858650,2026-05-24 01:38:14+00:00,"Hey add or dm
Added you",,,0,23
badoocom,11858649,2026-05-24 01:38:01+00:00,If anyone wants to see my chachi and my sex msg me,,,1,50
badoocom,11858647,2026-05-24 01:34:19+00:00,Hi dm let chat,,,0,14
badoocom,11858643,2026-05-24 01:31:35+00:00,"Hey, am looking for older woman for relationship. Dm me",,,0,55
badoocom,11858639,2026-05-24 01:30:13+00:00,Horny rn who wants to cum together,,,0,34
badoocom,11858638,2026-05-24 01:29:26+00:00,Available now 💦,,,0,15
badoocom,11858625,2026-05-24 01:13:11+00:00,"Shhh... quiet now.
Muted [Lillna](tg://user?id=6994000715) for 3 days.
Reason:
Unmute 30$",,,0,89
badoocom,11858620,2026-05-24 01:08:13+00:00,"Shhh... quiet now.
Muted [R72Ronn](tg://user?id=8877062727) for 3 days.
Reason:
Unmute 30$",,,0,90
badoocom,11858617,2026-05-24 01:06:49+00:00,If anyone wants to see my wife big tits DM me,,,1,45
badoocom,11858615,2026-05-24 01:05:36+00:00,"Hello everyone
Am new here, hope am welcomed 😊",,,0,46
badoocom,11858610,2026-05-24 00:59:55+00:00,F here hit me up for some naughty stuff,,,0,39
badoocom,11858607,2026-05-24 00:58:31+00:00,Any girls in here ? Dm,,,0,22
badoocom,11858603,2026-05-24 00:53:41+00:00,i feel you,,,0,10
badoocom,11858602,2026-05-24 00:53:30+00:00,F here 28,,,0,9
badoocom,11858598,2026-05-24 00:48:57+00:00,Hi anyone looking for a relationship ? I'm a gay  btm'  i'm from Nigeria,,,0,72
badoocom,11858597,2026-05-24 00:48:47+00:00,if you're a girl DM me let's talk,,,0,33
badoocom,11858596,2026-05-24 00:48:43+00:00,"Shhh... quiet now.
Muted [🙇🏻Martin](tg://user?id=8576587632) for 3 days.
Reason:
Unmute 30$",,,0,91
badoocom,11858594,2026-05-24 00:48:01+00:00,i want you now,,,0,14
badoocom,11858591,2026-05-24 00:47:23+00:00,Good morning friend's,,,2,21
badoocom,11858590,2026-05-24 00:47:17+00:00,Hello looking for a relationship in france? I'm a man'  i'm from france,,,0,71
badoocom,11858585,2026-05-24 00:41:56+00:00,you touch softly,,,0,16
badoocom,11858578,2026-05-24 00:38:39+00:00,Hi everyone,,,1,11
badoocom,11858576,2026-05-24 00:36:37+00:00,birds fly,,,0,9
badoocom,11858573,2026-05-24 00:34:35+00:00,M18 here Toronto 7 inch,,,0,23
badoocom,11858570,2026-05-24 00:32:56+00:00,"Shhh... quiet now.
Muted [Jenxxx](tg://user?id=5999479489) for 3 days.
Reason:
Unmute 30$",,,0,89
badoocom,11858565,2026-05-24 00:27:51+00:00,Trading I’m 51 🔄,,,0,16
badoocom,11858561,2026-05-24 00:26:38+00:00,"Any women here, add me",,,1,22
badoocom,11858558,2026-05-24 00:26:05+00:00,"Is there a boy here, ? Add me",,,1,29
badoocom,11858544,2026-05-24 00:17:29+00:00,"Shhh... quiet now.
Muted [Mia](tg://user?id=7840746228) for 3 days.
Reason:
Unmute 30$",,,0,86
badoocom,11858540,2026-05-24 00:16:56+00:00,"Added, add me",,,0,13
badoocom,11858538,2026-05-24 00:16:31+00:00,Trading,,,0,7
badoocom,11858531,2026-05-24 00:12:18+00:00,"⚠️⚠️⚠️
__Message from Administration:__
**Promo Here Is Paid. Message Admin for Price. Unpaid promo - permanent Ban**
⚠️⚠️⚠️",,,0,124
badoocom,11858513,2026-05-24 00:02:37+00:00,"Shhh... quiet now.
Muted [Chole](tg://user?id=8081296283) for 3 days.
Reason:
Unmute 30$",,,0,88
badoocom,11858508,2026-05-24 00:01:18+00:00,Jerk buddy girl?,,,0,16
badoocom,11858507,2026-05-24 00:01:14+00:00,Any around Qatar,,,0,16
badoocom,11858498,2026-05-23 23:54:01+00:00,"I added you, add me hun",,,0,23
badoocom,11858496,2026-05-23 23:52:23+00:00,Hey I'm so horny add me tele,,,0,28
badoocom,11858493,2026-05-23 23:50:17+00:00,F 25 fun,,,0,8
badoocom,11858491,2026-05-23 23:47:33+00:00,"Hello
any cute girl wanna chat dm",,,0,33
badoocom,11858490,2026-05-23 23:47:05+00:00,I am horny gril. Plz add me,,,0,27
badoocom,11858484,2026-05-23 23:43:00+00:00,Girls add me,,,0,12
badoocom,11858482,2026-05-23 23:42:18+00:00,"Hii, you a girl?",,,0,16
badoocom,11858475,2026-05-23 23:36:52+00:00,"Looking for older women, M25 here, add me",,,4,41
badoocom,11858467,2026-05-23 23:34:14+00:00,Hey everyone am new here,,,1,24
badoocom,11858464,2026-05-23 23:31:55+00:00,Hey everyone,,,0,12
badoocom,11858463,2026-05-23 23:31:20+00:00,"Shhh... quiet now.
Muted [Chester](tg://user?id=7338624499) for 3 days.
Reason:
Unmute 30$",,,0,90
badoocom,11858444,2026-05-23 23:13:50+00:00,Looking for some fun,,,0,20
badoocom,11858442,2026-05-23 23:11:45+00:00,Hello looking for a relationship in france? I'm a man,,,0,53
badoocom,11858435,2026-05-23 23:06:41+00:00,Hello looking for a relationship in france?,,,0,43
badoocom,11858433,2026-05-23 23:04:04+00:00,D.m or add me,,,0,13
badoocom,11858431,2026-05-23 23:02:22+00:00,"Shhh... quiet now.
Muted [Vee-Lisaa](tg://user?id=7157882480) for 3 days.
Reason:
Unmute 30$",,,0,92
badoocom,11858422,2026-05-23 22:57:10+00:00,Any girl interested in African boy,,,0,34
badoocom,11858420,2026-05-23 22:56:09+00:00,Hey I’m tgirl hrny right now hit me uppp,,,0,40
badoocom,11858418,2026-05-23 22:54:28+00:00,Looking for fun like genuinely real nott timepass girls dm,,,0,58
badoocom,11858416,2026-05-23 22:53:01+00:00,I'm looking for serious relationship with real girl,,,0,51
badoocom,11858415,2026-05-23 22:52:55+00:00,Add me up,,,0,9
badoocom,11858413,2026-05-23 22:52:24+00:00,Any  sexy lady available tonight?,,,0,33
badoocom,11858410,2026-05-23 22:50:25+00:00,Looking for some girl to rp,,,1,27
badoocom,11858405,2026-05-23 22:47:05+00:00,Any girl wanna chat or be friends pm me,,,0,39
badoocom,11858400,2026-05-23 22:45:29+00:00,Hey handsome 😘,,,0,14
badoocom,11858391,2026-05-23 22:38:10+00:00,"Shhh... quiet now.
Muted [HarshVardhan](tg://user?id=8652688815) for 3 days.
Reason:
Unmute 30$",,,0,95
badoocom,11858387,2026-05-23 22:36:21+00:00,Add mee,,,0,7
badoocom,11858386,2026-05-23 22:36:09+00:00,Hey everyone am new,,,2,19
badoocom,11858377,2026-05-23 22:29:56+00:00,Do you want sex com now baby 👅👅,,,0,31
badoocom,11858375,2026-05-23 22:29:10+00:00,Hello bambi add me up added you,,,0,31
badoocom,11858373,2026-05-23 22:28:33+00:00,Looking for free photos,,,0,23
badoocom,11858364,2026-05-23 22:19:51+00:00,Is here some goth girl ready to be owned?,,,0,41
badoocom,11858358,2026-05-23 22:12:39+00:00,Hey 👋,,,0,5
badoocom,11858356,2026-05-23 22:11:35+00:00,Hi Penny,,,0,8
badoocom,11858352,2026-05-23 22:07:13+00:00,Looking for a good girl,,,0,23
badoocom,11858338,2026-05-23 21:52:14+00:00,"Shhh... quiet now.
Muted [Y](tg://user?id=7206512708) for 3 days.
Reason:
Unmute 30$",,,0,84
Religiousdebate,4478,2026-05-12 18:50:09+00:00,dead sahur chat,,,0,15
Religiousdebate,4465,2026-04-08 16:26:49+00:00,F you,,,0,5
Religiousdebate,4447,2026-02-24 17:19:16+00:00,Hello I have a good platform that you can earn from daily they offer 2.0% hourly you can withdraw your profit daily you can also withdraw your capital at the end of 5days if you are interested inbox me privately for the platform link,,,0,233
Religiousdebate,4444,2026-02-13 04:02:29+00:00,"Hello everyone 🤗
A while ago, I was going through a financially stressful period. Expenses kept rising, and I knew I needed to explore additional income streams instead of relying on just one source.
After doing my own research and taking my time to understand how everything worked, I decided to try Trade Tribe Assets with a small amount I could afford. I didn’t rush in, and I didn’t expect overnight miracles — I simply wanted something structured and transparent.
Over time, I began seeing steady results. What made the difference for me was the community support, the educational sessions, and being able to monitor my account activity clearly. I also appreciated being able to withdraw without complications.
I’m sharing this because I know many people are looking for smarter ways to diversify their income this year.
If you’d like to know what I learned and how I approached it carefully, feel free to send me a direct message with “TTA” and I’ll add you to the group chat",,,0,981
Religiousdebate,4426,2026-01-17 23:58:37+00:00,Is this real?,128.0,3.0,0,13
Religiousdebate,4425,2026-01-17 23:58:17+00:00,This is what a productive conversation looks like,112.0,1.0,0,49
Religiousdebate,4424,2026-01-17 23:57:48+00:00,Credit to @bludysnuff,177.0,6.0,0,21
Religiousdebate,4415,2026-01-09 17:58:03+00:00,Anyone wants to debate on whether god exists or not ?,,,0,53
Religiousdebate,4402,2025-12-21 19:07:12+00:00,maybe you're just full of sh@t?😉,,,0,32
Religiousdebate,4401,2025-12-14 01:51:38+00:00,I'm the og founder,,,0,18
Religiousdebate,4400,2025-12-10 12:42:05+00:00,dead ahh group,,,1,14
Religiousdebate,4394,2025-12-09 20:24:31+00:00,@humblebedouin hello,,,0,20
Religiousdebate,4358,2025-07-06 19:21:01+00:00,Fuck you doing here,,,0,19
Religiousdebate,4350,2025-06-19 17:42:16+00:00,"Uhm, how about the perpetual virginity of Mary? I say that's a complete nonsense",,,0,80
Religiousdebate,4349,2025-06-18 20:31:14+00:00,Anyone wanna chat,,,0,17
Religiousdebate,4345,2025-06-16 15:24:23+00:00,I am willing to debate,,,0,22
Religiousdebate,4339,2025-06-08 21:51:55+00:00,I am a Catholic and am willing to debate on any topic,,,1,53
Religiousdebate,4338,2025-06-08 21:51:40+00:00,"Hello Everyone, nice to meet you",,,0,32
Religiousdebate,4333,2025-06-03 15:07:41+00:00,Stop believing as if ai is divine,,,0,33
Religiousdebate,4332,2025-06-03 15:06:37+00:00,"Muslims really don't know how ai system works?

Ai don't have any faith and they're neutral 
Those videos doesn't make any sense",,,0,128
Religiousdebate,4315,2025-05-29 18:44:30+00:00,"T__rue Alchemy begins with the Shadow__
FREE Workshop/ Seminar:
Either this coming Sunday or most likely next Sunday 8 May, starting at 7:45 or 8pm London time/  2:45 pr 3pm New York time
FREE
Could be anything between 1 and half hours and 2 hours -  depending on how many people and thus how long for the Q & A takes during the last segment.
Let me know now which of you shall be attending",1875.0,17.0,0,390
Religiousdebate,4309,2025-05-14 02:29:17+00:00,"In the next 10 years, the world will increasingly rely on AI for knowledge, truth, and decision-making. And AI, grounded in facts and logic, has never denied the truth of Islam — in fact, it consistently affirms that Islam is the only pure, uncorrupted, and coherent religion. As people turn to AI for answers, the contradictions in other religions will become undeniable. This shift aligns perfectly with the Prophet’s hadith: that Islam will prevail, and even Europe will embrace Islam. The truth cannot be hidden — not by time, not by technology.",,,7,549
Religiousdebate,4306,2025-05-09 03:11:22+00:00,"Here are some questions for Christians, based on their scriptures and historical evidence:

1. Did Jesus (Isa ibn Maryam) ever see or read the Bible as it exists today?

The Bible was compiled centuries after Jesus. The New Testament books were written decades after his time. Where in the Bible does Jesus mention reading from Matthew, Mark, Luke, or John?

2. Were the Gospels (Matthew, Mark, Luke, and John) written during Jesus' lifetime?

Scholars agree that the earliest Gospel fragments date to around 70-90 AD, decades after Jesus' time. Can you find any historical evidence showing that Jesus himself read or referenced these books?

3. Who wrote the Gospels?

The Gospel authors never identify themselves within the texts. Even Christian scholars admit that names were later attributed to these writings. (See the preface of many modern study Bibles.) Given this, how can we be sure who wrote them?

4. What is the earliest complete Bible manuscript?

The Codex Sinaiticus, one of the oldest nearly complete Bibles, is from the 4th century-over 300 years after Jesus. Why is there no complete New Testament from the 1st century if Jesus' disciples wrote it?

5. When was the Bible in its current form compiled?

The King James Version (KJV) was first published in 1611, over 1,600 years after Jesus. Why do many Christians rely on a version compiled so long after his time?",,,0,1383
Religiousdebate,4291,2025-03-17 15:21:39+00:00,"you repeat irrelevant nonsense like some demented mindless echo-chamber that wants to be proven right, without answering the original two questions from like 30 messages ago- which is pointless, redundant and boring.",,,0,216
Religiousdebate,4290,2025-03-17 14:53:49+00:00,"now it’s ‘boring’ because you got nothing left? How could I shut up when a pathetic guy like you is out here spreading lies about my religion? Maybe if you didn’t talk nonsense, you wouldn’t have to hear the truth over and over.",,,0,228
Religiousdebate,4289,2025-03-17 13:41:49+00:00,Please undress your repeat button.. it's getting boring...,,,0,58
Religiousdebate,4287,2025-03-17 06:56:39+00:00,"so you switch accounts, avoid answering, and now pretend the conversation is over? Nice try. You don’t get to lie, dodge, and then call it quits when it’s convenient for you.",,,0,174
Religiousdebate,4284,2025-03-16 13:23:24+00:00,You still carrying on?,,,0,22
Religiousdebate,4283,2025-03-16 08:45:34+00:00,"so you had to come back on another account just to say it’s over? Seems like you’re the one who can’t let it go. If it was really done, you wouldn’t still be here trying to convince yourself.",,,0,191
Religiousdebate,4282,2025-03-16 05:44:31+00:00,"Why are you still carrying on?
As said many messages ago, the convo was done",,,0,76
Religiousdebate,4281,2025-03-16 04:59:05+00:00,"You’re stuck on repeat, throwing out the same claims while dodging every response. Your entire argument boils down to “true or false” as if complex historical and theological discussions can be reduced to yes/no answers. We’ve already addressed these points, yet you refuse to engage beyond parroting your accusations.

If you had anything new or substantial to add, you would have done so by now. But since you’re just recycling the same nonsense, it’s clear you’re not here for a real discussion you’re here to waste time. So either bring something original to the table or admit you’ve got nothing left.",,,0,606
Religiousdebate,4280,2025-03-16 04:29:09+00:00,Welcome.e to the space,,,0,22
Religiousdebate,4277,2025-03-15 12:09:32+00:00,Just scroll up and just see what the conversation is. It shouldn't be hard to figure out. Anybody with an average intelligence should be able to know what's going on.,,,0,166
Religiousdebate,4276,2025-03-15 11:30:14+00:00,What are you on about,,,0,21
Religiousdebate,4274,2025-03-15 10:12:48+00:00,when your prophet raped her,,,0,27
Religiousdebate,4273,2025-03-15 10:12:23+00:00,she was 4,,,0,9
Religiousdebate,4271,2025-03-15 08:36:05+00:00,"Once again, you flap your lips, talk a lot of nonsense, and you don't address what was said. It's two points. Muhammad had sex with children, and Abraham was a murderer, and apparently he was told to murder children, his own children, by God. And this is what the book says. True or false? It's a question. You answer it, or you refute it.",,,0,339
Religiousdebate,4270,2025-03-15 08:27:30+00:00,"the moment someone has absolutely nothing of value to say, they resort to playground-level insults. ‘Goat jokes’? Really? That’s the best you’ve got? I almost feel bad for you imagine joining a debate just to embarrass yourself like this. No arguments, no logic, no intelligence just a desperate attempt at attention.
It’s funny how people like you always prove my point without me even trying. You come in loud, thinking you’re clever, but all you do is show the world how little you actually know. Maybe instead of wasting your time throwing weak insults, you should try reading a book though judging by your mental capacity, I wouldn’t expect much progress. 😂

Now run along, little man. The adults are talking.",,,0,714
Religiousdebate,4269,2025-03-15 08:23:46+00:00,"**classic move when cornered, pretend the debate never happened. Cute. Since you seem to have selective memory, let’s remind you: I already addressed both of your claims in detail, with sources, while you’ve been busy dodging, deflecting, and switching topics whenever things got uncomfortable. But sure, let’s play your game again.**
•**Abraham’s ‘sacrifice’** – You act like it was human sacrifice when the Quran explicitly states that Allah **replaced the sacrifice with a ram** (Quran 37:107). No child was harmed, no murder happened, and the whole event was a test of faith. You conveniently ignore this part because it ruins your argument.
•**Aisha’s age** – There is absolutely **no mention** in the Quran of her age at marriage. The claims you rely on come from **hadith reports**, which scholars have debated extensively. Historical sources suggest she may have been older, and early Islamic traditions don’t all agree on the exact age. But let’s say she was young by today’s standards—back then, early marriages were the norm **in every major civilization** (Christian, Jewish, Hindu, etc.), so if you’re so outraged, why aren’t you attacking all those other societies too? Oh wait, because this isn’t about morality for you, just about attacking Islam.

You claim you’re only interested in “facts,” yet every time I provide them, you dodge, twist, and move the goalposts. And now you’ve downgraded from actual arguments to blowing kisses and pretending there was never a debate. Adorable. 😘",,,0,1501
Religiousdebate,4268,2025-03-14 17:55:13+00:00,her name is aisha,,,0,17
Religiousdebate,4267,2025-03-14 17:55:10+00:00,go fuck your goat 😂,,,0,19
Religiousdebate,4264,2025-03-14 16:43:59+00:00,"You are so at war with yourself there has been no debate😉
Unless you challenge fact that Mohamad was said to have sex with a child?
Or that Abraham was told by ""God"" to murder his son..
If those statements are false, according to the holy texts, please provide proof😘",,,0,267
Religiousdebate,4263,2025-03-14 11:40:47+00:00,"**the last refuge of a defeated debater pretending they were never debating in the first place. You started this, jumped topics every time you got cornered, dodged direct questions, and now you’re acting like some enlightened bystander watching me ‘argue with myself’? Hilarious. If you had a real counterpoint, you’d have made it by now. Instead, you’re left with emojis and empty remarks. Must be frustrating when the ‘Google it’ strategy doesn’t work anymore. Keep coping. 😁**",,,0,479
Religiousdebate,4262,2025-03-13 20:42:25+00:00,"You're the only one here having an argument, and that argument is with yourself.
😁",,,17,82
Religiousdebate,4260,2025-03-13 19:41:16+00:00,"**You know, for someone who claims to be all about logic and history, you sure spend a lot of time fantasizing about men’s outfits. Maybe instead of designing superhero costumes, you should try actually defending your arguments for once. But hey, if you want to role-play, I hear the ‘Deflector Supreme’ costume is still available—you wear a cape made of weak arguments and disappear every time you’re asked for real evidence. Just putting it out there. It’s an idea.**",,,0,469
Religiousdebate,4259,2025-03-12 11:11:35+00:00,"Have you ever thought of wearing a pair of tights with a nice tight t-shirt and wearing your underpants with shocking color over the tights?

 and maybe putting a big V on your t-shirt and maybe get a pink cape to wear with it and call yourself the vomiteer? Just putting it out there. It's an idea.",,,0,299
